horizon,realized_state,count,percent
1,HIGH_VOL_RISK_OFF,2,0.02702702702702703
1,MID_VOL_CHOP,23,0.3108108108108108
1,STABLE_LOW_VOL_TREND,15,0.20270270270270271
1,VOL_EXPANSION_TRANSITION,34,0.4594594594594595
3,HIGH_VOL_RISK_OFF,5,0.06944444444444445
3,MID_VOL_CHOP,5,0.06944444444444445
3,STABLE_LOW_VOL_TREND,30,0.4166666666666667
3,VOL_EXPANSION_TRANSITION,32,0.4444444444444444
