model_name,date,spy_close,vix,leap_open,leap_premium_estimate,leap_delta,leap_exposure_pct,leap_daily_pnl,leap_cumulative_pnl,short_call_open,short_call_strike,short_call_entry_premium,short_call_mtm_value,short_call_daily_pnl,short_call_cumulative_pnl,total_daily_pnl,total_cumulative_pnl,overwrite_daily_pnl,avoided_leap_drawdown_estimate,missed_leap_upside_estimate
no_overwrite_baseline,2026-03-02,687.42,19.860000610351562,True,100.0,0.75,1.0,0.0,0.0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_overwrite_baseline,2026-03-03,684.12,21.440000534057617,True,97.52,0.75,1.0,-247.57,-247.57,False,,,,0.0,0.0,-247.57,-247.57,0.0,0.0,0.0
no_overwrite_baseline,2026-03-04,684.51,23.56999969482422,True,97.82,0.75,1.0,29.17,-218.4,False,,,,0.0,0.0,29.17,-218.4,0.0,0.0,0.0
no_overwrite_baseline,2026-03-05,678.48,21.149999618530273,True,93.29,0.75,1.0,-452.51,-670.91,False,,,,0.0,0.0,-452.51,-670.91,0.0,0.0,0.0
no_overwrite_baseline,2026-03-06,683.26,23.75,True,96.88,0.75,1.0,359.01,-311.9,False,,,,0.0,0.0,359.01,-311.9,0.0,0.0,0.0
no_overwrite_baseline,2026-03-09,679.45,29.489999771118164,True,94.02,0.75,1.0,-285.72,-597.62,False,,,,0.0,0.0,-285.72,-597.62,0.0,0.0,0.0
no_overwrite_baseline,2026-03-10,670.55,25.5,True,87.34,0.75,1.0,-667.93,-1265.54,False,,,,0.0,0.0,-667.93,-1265.54,0.0,0.0,0.0
no_overwrite_baseline,2026-03-11,676.42,24.93000030517578,True,91.75,0.75,1.0,440.55,-824.99,False,,,,0.0,0.0,440.55,-824.99,0.0,0.0,0.0
no_overwrite_baseline,2026-03-12,675.34,24.229999542236328,True,90.93,0.75,1.0,-81.53,-906.52,False,,,,0.0,0.0,-81.53,-906.52,0.0,0.0,0.0
no_overwrite_baseline,2026-03-13,674.49,27.290000915527344,True,90.3,0.75,1.0,-63.57,-970.1,False,,,,0.0,0.0,-63.57,-970.1,0.0,0.0,0.0
no_overwrite_baseline,2026-03-16,664.25,27.190000534057617,True,82.62,0.75,1.0,-768.15,-1738.25,False,,,,0.0,0.0,-768.15,-1738.25,0.0,0.0,0.0
no_overwrite_baseline,2026-03-17,660.49,23.510000228881836,False,79.8,0.75,0.0,-281.98,-2020.23,False,,,,0.0,0.0,-281.98,-2020.23,0.0,375.97,0.0
no_overwrite_baseline,2026-03-18,667.21,22.3700008392334,True,105.04,0.75,1.0,504.13,-1516.1,False,,,,0.0,0.0,504.13,-1516.1,0.0,0.0,0.0
no_overwrite_baseline,2026-03-19,668.96,25.09000015258789,True,106.36,0.75,1.0,131.63,-1384.47,False,,,,0.0,0.0,131.63,-1384.47,0.0,0.0,0.0
no_overwrite_baseline,2026-03-20,659.63,24.059999465942383,True,99.36,0.75,1.0,-700.09,-2084.56,False,,,,0.0,0.0,-700.09,-2084.56,0.0,0.0,0.0
no_overwrite_baseline,2026-03-23,658.0,26.780000686645508,True,98.14,0.75,1.0,-121.92,-2206.47,False,,,,0.0,0.0,-121.92,-2206.47,0.0,0.0,0.0
no_overwrite_baseline,2026-03-24,648.57,26.149999618530273,True,91.06,0.75,1.0,-707.47,-2913.95,False,,,,0.0,0.0,-707.47,-2913.95,0.0,0.0,0.0
no_overwrite_baseline,2026-03-25,655.38,26.950000762939453,True,96.17,0.75,1.0,510.75,-2403.2,False,,,,0.0,0.0,510.75,-2403.2,0.0,0.0,0.0
no_overwrite_baseline,2026-03-26,653.18,25.329999923706055,True,94.52,0.75,1.0,-165.0,-2568.2,False,,,,0.0,0.0,-165.0,-2568.2,0.0,0.0,0.0
no_overwrite_baseline,2026-03-27,656.82,27.440000534057617,True,97.25,0.75,1.0,273.0,-2295.2,False,,,,0.0,0.0,273.0,-2295.2,0.0,0.0,0.0
no_overwrite_baseline,2026-03-30,645.09,31.049999237060547,True,88.45,0.75,1.0,-879.75,-3174.94,False,,,,0.0,0.0,-879.75,-3174.94,0.0,0.0,0.0
no_overwrite_baseline,2026-03-31,634.09,30.610000610351562,True,80.2,0.75,1.0,-825.0,-3999.94,False,,,,0.0,0.0,-825.0,-3999.94,0.0,0.0,0.0
no_overwrite_baseline,2026-04-01,631.97,25.25,False,78.61,0.75,0.0,-159.0,-4158.95,False,,,,0.0,0.0,-159.0,-4158.95,0.0,212.01,0.0
no_overwrite_baseline,2026-04-02,650.34,24.540000915527344,True,113.78,0.75,1.0,1377.75,-2781.19,False,,,,0.0,0.0,1377.75,-2781.19,0.0,0.0,0.0
no_overwrite_baseline,2026-04-03,655.24,23.8700008392334,True,117.45,0.75,1.0,367.5,-2413.7,False,,,,0.0,0.0,367.5,-2413.7,0.0,0.0,0.0
