model_name,date,spy_close,vix,leap_open,leap_premium_estimate,leap_delta,leap_exposure_pct,leap_daily_pnl,leap_cumulative_pnl,short_call_open,short_call_strike,short_call_entry_premium,short_call_mtm_value,short_call_daily_pnl,short_call_cumulative_pnl,total_daily_pnl,total_cumulative_pnl,overwrite_daily_pnl,avoided_leap_drawdown_estimate,missed_leap_upside_estimate
no_overwrite_baseline,2026-03-02,687.422607421875,19.860000610351562,True,100.0,0.75,1.0,0.0,0.0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_overwrite_baseline,2026-03-03,684.1216430664062,21.440000534057617,True,97.52427673339844,0.75,1.0,-247.57232666015625,-247.57232666015625,False,,,,0.0,0.0,-247.57232666015625,-247.57232666015625,0.0,0.0,0.0
no_overwrite_baseline,2026-03-04,684.5106201171875,23.56999969482422,True,97.81600952148438,0.75,1.0,29.17327880859375,-218.3990478515625,False,,,,0.0,0.0,29.17327880859375,-218.3990478515625,0.0,0.0,0.0
no_overwrite_baseline,2026-03-05,678.4771118164062,21.149999618530273,True,93.29087829589844,0.75,1.0,-452.51312255859375,-670.9121704101562,False,,,,0.0,0.0,-452.51312255859375,-670.9121704101562,0.0,0.0,0.0
no_overwrite_baseline,2026-03-06,683.2639770507812,23.75,True,96.88102722167969,0.75,1.0,359.014892578125,-311.89727783203125,False,,,,0.0,0.0,359.014892578125,-311.89727783203125,0.0,0.0,0.0
no_overwrite_baseline,2026-03-09,679.4544067382812,29.489999771118164,True,94.02384948730469,0.75,1.0,-285.7177734375,-597.6150512695312,False,,,,0.0,0.0,-285.7177734375,-597.6150512695312,0.0,0.0,0.0
no_overwrite_baseline,2026-03-10,670.5487060546875,25.5,True,87.34457397460938,0.75,1.0,-667.9275512695312,-1265.5426025390625,False,,,,0.0,0.0,-667.9275512695312,-1265.5426025390625,0.0,0.0,0.0
no_overwrite_baseline,2026-03-11,676.4227294921875,24.93000030517578,True,91.75009155273438,0.75,1.0,440.5517578125,-824.9908447265625,False,,,,0.0,0.0,440.5517578125,-824.9908447265625,0.0,0.0,0.0
no_overwrite_baseline,2026-03-12,675.3356323242188,24.229999542236328,True,90.93476867675781,0.75,1.0,-81.53228759765625,-906.5231323242188,False,,,,0.0,0.0,-81.53228759765625,-906.5231323242188,0.0,0.0,0.0
no_overwrite_baseline,2026-03-13,674.4879760742188,27.290000915527344,True,90.29902648925781,0.75,1.0,-63.57421875,-970.0973510742188,False,,,,0.0,0.0,-63.57421875,-970.0973510742188,0.0,0.0,0.0
no_overwrite_baseline,2026-03-16,664.2459106445312,27.190000534057617,True,82.61747741699219,0.75,1.0,-768.1549072265625,-1738.2522583007812,False,,,,0.0,0.0,-768.1549072265625,-1738.2522583007812,0.0,0.0,0.0
