model_name,horizon,predicted_state,realized_state,count,row_percent
hmm_v3_1_meta_blend,1,HIGH_VOL_RISK_OFF,MID_VOL_CHOP,2,0.3333333333333333
hmm_v3_1_meta_blend,1,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,4,0.6666666666666666
hmm_v3_1_meta_blend,1,MID_VOL_CHOP,MID_VOL_CHOP,8,0.32
hmm_v3_1_meta_blend,1,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,8,0.32
hmm_v3_1_meta_blend,1,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,9,0.36
hmm_v3_1_meta_blend,1,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,1,0.0625
hmm_v3_1_meta_blend,1,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,7,0.4375
hmm_v3_1_meta_blend,1,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,3,0.1875
hmm_v3_1_meta_blend,1,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,5,0.3125
hmm_v3_1_meta_blend,1,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,1,0.037037037037037035
hmm_v3_1_meta_blend,1,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,6,0.2222222222222222
hmm_v3_1_meta_blend,1,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,4,0.14814814814814814
hmm_v3_1_meta_blend,1,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,16,0.5925925925925926
hmm_v3_1_meta_blend,3,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,1,0.16666666666666666
hmm_v3_1_meta_blend,3,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,5,0.8333333333333334
hmm_v3_1_meta_blend,3,MID_VOL_CHOP,MID_VOL_CHOP,3,0.12
hmm_v3_1_meta_blend,3,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,18,0.72
hmm_v3_1_meta_blend,3,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,4,0.16
hmm_v3_1_meta_blend,3,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,2,0.125
hmm_v3_1_meta_blend,3,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,2,0.125
hmm_v3_1_meta_blend,3,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,6,0.375
hmm_v3_1_meta_blend,3,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,6,0.375
hmm_v3_1_meta_blend,3,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,3,0.12
hmm_v3_1_meta_blend,3,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,5,0.2
hmm_v3_1_meta_blend,3,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,17,0.68
hmm_v4_path_aware_meta,1,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,2,0.02702702702702703
hmm_v4_path_aware_meta,1,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,23,0.3108108108108108
hmm_v4_path_aware_meta,1,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,15,0.20270270270270271
hmm_v4_path_aware_meta,1,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,34,0.4594594594594595
hmm_v4_path_aware_meta,3,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,5,0.06944444444444445
hmm_v4_path_aware_meta,3,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,5,0.06944444444444445
hmm_v4_path_aware_meta,3,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,30,0.4166666666666667
hmm_v4_path_aware_meta,3,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,32,0.4444444444444444
