model_name,entry_date,exit_date,predicted_regime,brace_for_impact_score,total_trade_pnl,safer_reference_trade_pnl,dollar_missed_risk
hmm_v3_1_meta_blend,2026-05-05,2026-05-06,MID_VOL_CHOP,0.264437,-257.85,0.0,-257.85
hmm_v3_1_meta_blend,2026-05-06,2026-05-07,MID_VOL_CHOP,0.271616,-538.12,0.0,-538.12
hmm_v3_1_meta_blend,2026-05-08,2026-05-11,MID_VOL_CHOP,0.16001,-283.64,0.0,-283.64
hmm_v3_1_meta_blend,2026-05-13,2026-05-14,STABLE_LOW_VOL_TREND,0.05784,-161.95,0.0,-161.95
hmm_v3_1_meta_blend,2026-05-14,2026-05-15,MID_VOL_CHOP,0.152673,-294.01,0.0,-294.01
hmm_v3_1_meta_blend,2026-05-20,2026-05-21,MID_VOL_CHOP,0.146307,-347.64,0.0,-347.64
hmm_v3_1_meta_blend,2026-05-25,2026-05-26,MID_VOL_CHOP,0.187786,-210.02,0.0,-210.02
hmm_v3_1_meta_blend,2026-05-27,2026-05-28,STABLE_LOW_VOL_TREND,0.063986,-166.55,0.0,-166.55
hmm_v3_1_meta_blend,2026-06-10,2026-06-11,VOL_EXPANSION_TRANSITION,0.652757,-606.23,0.0,-606.23
hmm_v4_path_aware_meta,2026-03-05,2026-03-06,STABLE_LOW_VOL_TREND,0.033895,-241.31,0.0,-241.31
hmm_v4_path_aware_meta,2026-03-10,2026-03-11,STABLE_LOW_VOL_TREND,0.033895,-232.56,0.0,-232.56
hmm_v4_path_aware_meta,2026-03-24,2026-03-25,STABLE_LOW_VOL_TREND,0.033895,-305.64,0.0,-305.64
hmm_v4_path_aware_meta,2026-04-02,2026-04-03,STABLE_LOW_VOL_TREND,0.033895,-193.41,0.0,-193.41
hmm_v4_path_aware_meta,2026-04-08,2026-04-09,STABLE_LOW_VOL_TREND,0.033895,-1065.84,0.0,-1065.84
hmm_v4_path_aware_meta,2026-04-13,2026-04-14,STABLE_LOW_VOL_TREND,0.033895,-282.71,0.0,-282.71
hmm_v4_path_aware_meta,2026-04-15,2026-04-16,STABLE_LOW_VOL_TREND,0.033895,-249.81,0.0,-249.81
hmm_v4_path_aware_meta,2026-04-17,2026-04-20,STABLE_LOW_VOL_TREND,0.033895,-443.17,0.0,-443.17
hmm_v4_path_aware_meta,2026-04-22,2026-04-23,STABLE_LOW_VOL_TREND,0.033895,-352.91,0.0,-352.91
hmm_v4_path_aware_meta,2026-04-24,2026-04-27,STABLE_LOW_VOL_TREND,0.033895,-217.47,0.0,-217.47
hmm_v4_path_aware_meta,2026-04-30,2026-05-01,STABLE_LOW_VOL_TREND,0.033895,-361.25,0.0,-361.25
hmm_v4_path_aware_meta,2026-05-05,2026-05-06,STABLE_LOW_VOL_TREND,0.033895,-257.85,0.0,-257.85
hmm_v4_path_aware_meta,2026-05-06,2026-05-07,STABLE_LOW_VOL_TREND,0.033895,-538.12,0.0,-538.12
hmm_v4_path_aware_meta,2026-05-08,2026-05-11,STABLE_LOW_VOL_TREND,0.033895,-283.64,0.0,-283.64
hmm_v4_path_aware_meta,2026-05-13,2026-05-14,STABLE_LOW_VOL_TREND,0.033895,-161.95,0.0,-161.95
hmm_v4_path_aware_meta,2026-05-20,2026-05-21,STABLE_LOW_VOL_TREND,0.033895,-347.64,0.0,-347.64
hmm_v4_path_aware_meta,2026-05-25,2026-05-26,STABLE_LOW_VOL_TREND,0.033895,-210.02,0.0,-210.02
hmm_v4_path_aware_meta,2026-05-27,2026-05-28,STABLE_LOW_VOL_TREND,0.033895,-166.55,0.0,-166.55
hmm_v4_path_aware_meta,2026-06-10,2026-06-11,STABLE_LOW_VOL_TREND,0.033895,-606.23,0.0,-606.23
