model_name,entry_date,exit_date,entry_spy,exit_spy,dte,holding_days,strike,entry_premium,exit_option_value,option_pnl,leap_pnl_during_trade,total_trade_pnl,exit_reason,predicted_regime,brace_for_impact_score,leap_exposure_pct,overwrite_action,target_premium_mid,vix,vvix,geometry_stress_score,path_stress_score
heuristic_policy,2026-05-26,2026-05-27,750.5900268554688,750.4600219726562,1,2,755.0,1.4823162821892026,0.0,1.4823162821892026,-9.7503662109375,-8.268049928748297,expiration,STABLE_LOW_VOL_TREND,0.45,0.75,normal,1.35,17.010000228881836,89.55000305175781,0.0,0.0
heuristic_policy,2026-06-05,2026-06-08,737.5499877929688,739.219970703125,1,4,743.0,1.8531933724531768,0.0,1.8531933724531768,125.24871826171875,127.10191163417193,expiration,VOL_EXPANSION_TRANSITION,0.45,0.75,normal,1.65,21.510000228881836,102.04000091552734,0.0,0.0
heuristic_policy,2026-06-09,2026-06-10,737.0499877929688,725.4299926757812,1,2,742.0,1.733579602788467,0.23117980030971808,1.5023998024787488,-653.6247253417969,-652.1223255393181,profit_exit,MID_VOL_CHOP,0.45,0.75,normal,1.35,19.8700008392334,95.80999755859375,0.0,0.0
heuristic_policy,2026-06-11,2026-06-12,737.760009765625,741.75,1,2,742.0,1.8833463929327081,0.0,1.8833463929327081,224.43695068359375,226.32029707652646,expiration,STABLE_LOW_VOL_TREND,0.45,0.75,normal,1.35,19.440000534057617,100.62999725341797,0.0,0.0
hmm_v3_1_meta_blend,2026-03-02,2026-03-03,687.422607421875,684.1216430664062,1,2,692.0,1.6269490927122376,0.0,1.6269490927122376,-247.57232666015625,-245.945377567444,expiration,VOL_EXPANSION_TRANSITION,0.523094,0.75,normal,1.35,19.860000610351562,104.1500015258789,0.0,0.0
hmm_v3_1_meta_blend,2026-03-04,2026-03-05,684.5106201171875,678.4771118164062,1,2,690.0,1.901372389963882,0.0,1.901372389963882,-339.3848419189453,-337.48346952898146,expiration,VOL_EXPANSION_TRANSITION,0.534771,0.75,normal,1.65,23.56999969482422,113.44000244140625,0.0,0.0
hmm_v3_1_meta_blend,2026-03-06,2026-03-09,683.2639770507812,679.4544067382812,1,4,688.0,2.152792984934621,0.0,2.152792984934621,-142.85888671875,-140.70609373381538,expiration,VOL_EXPANSION_TRANSITION,0.628942,0.5,aggressive,1.8,23.75,106.94000244140625,0.0,0.0
hmm_v3_1_meta_blend,2026-03-10,2026-03-11,670.5487060546875,676.4227294921875,1,2,676.0,2.1256750260897945,4.451248815291478,-2.325573789201684,110.137939453125,107.81236566392332,underlying_touch,VOL_EXPANSION_TRANSITION,0.898666,0.25,aggressive,1.8,25.5,140.44000244140625,0.0,0.0
hmm_v3_1_meta_blend,2026-03-12,2026-03-13,675.3356323242188,674.4879760742188,1,2,680.0,2.206841930138097,0.0,2.206841930138097,-15.8935546875,-13.686712757361903,expiration,VOL_EXPANSION_TRANSITION,0.621787,0.5,aggressive,1.8,24.229999542236328,125.36000061035156,0.0,0.0
hmm_v3_1_meta_blend,2026-03-16,2026-03-17,664.2459106445312,660.4862060546875,1,2,670.0,2.2474884408201774,0.0,2.2474884408201774,-70.49446105957031,-68.24697261875014,expiration,VOL_EXPANSION_TRANSITION,0.885391,0.25,aggressive,1.8,27.190000534057617,130.17999267578125,0.0,0.0
