earliest_date,latest_date,requested_start_date,requested_end_date,actual_start_date,actual_end_date,missing_columns,messages
2016-03-29,2026-06-12,2026-03-01,2026-06-13,2026-03-01,2026-06-12,regime_target,"Feature store is missing required HMMv4 columns: regime_target | 10-year HMMv4 replay requires feature-store coverage starting on or before 2013-01-01, but earliest available date is 2016-03-29. | 10-year HMMv4 replay requires start_date on or before 2016-01-01, but requested start_date is 2026-03-01. | Backtest actual_start_date moved to 2026-03-01, which violates strict 10-year replay requirements."
