model_name,date,spy_close,vix,leap_open,leap_premium_estimate,leap_delta,leap_exposure_pct,leap_daily_pnl,leap_cumulative_pnl,short_call_open,short_call_strike,short_call_entry_premium,short_call_mtm_value,short_call_daily_pnl,short_call_cumulative_pnl,total_daily_pnl,total_cumulative_pnl,overwrite_daily_pnl,avoided_leap_drawdown_estimate,missed_leap_upside_estimate
no_overwrite_baseline,2026-03-02,687.42,19.860000610351562,True,100.0,0.7,1.0,0.0,0.0,False,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_overwrite_baseline,2026-03-03,684.12,21.440000534057617,True,97.69,0.7,1.0,-231.07,-231.07,False,,,,0.0,0.0,-231.07,-231.07,0.0,0.0,0.0
no_overwrite_baseline,2026-03-04,684.51,23.56999969482422,True,97.96,0.7,1.0,27.23,-203.84,False,,,,0.0,0.0,27.23,-203.84,0.0,0.0,0.0
no_overwrite_baseline,2026-03-05,678.48,21.149999618530273,True,93.74,0.7,1.0,-422.35,-626.18,False,,,,0.0,0.0,-422.35,-626.18,0.0,0.0,0.0
no_overwrite_baseline,2026-03-06,683.26,23.75,True,97.09,0.7,1.0,335.08,-291.1,False,,,,0.0,0.0,335.08,-291.1,0.0,0.0,0.0
no_overwrite_baseline,2026-03-09,679.45,29.489999771118164,True,94.42,0.7,1.0,-266.67,-557.77,False,,,,0.0,0.0,-266.67,-557.77,0.0,0.0,0.0
no_overwrite_baseline,2026-03-10,670.55,25.5,True,88.19,0.7,1.0,-623.4,-1181.17,False,,,,0.0,0.0,-623.4,-1181.17,0.0,0.0,0.0
no_overwrite_baseline,2026-03-11,676.42,24.93000030517578,True,92.3,0.7,1.0,411.18,-769.99,False,,,,0.0,0.0,411.18,-769.99,0.0,0.0,0.0
no_overwrite_baseline,2026-03-12,675.34,24.229999542236328,True,91.54,0.7,1.0,-76.1,-846.09,False,,,,0.0,0.0,-76.1,-846.09,0.0,0.0,0.0
no_overwrite_baseline,2026-03-13,674.49,27.290000915527344,True,90.95,0.7,1.0,-59.34,-905.42,False,,,,0.0,0.0,-59.34,-905.42,0.0,0.0,0.0
no_overwrite_baseline,2026-03-16,664.25,27.190000534057617,True,83.78,0.7,1.0,-716.94,-1622.37,False,,,,0.0,0.0,-716.94,-1622.37,0.0,0.0,0.0
no_overwrite_baseline,2026-03-17,660.49,23.510000228881836,True,81.14,0.7,1.0,-263.18,-1885.55,False,,,,0.0,0.0,-263.18,-1885.55,0.0,0.0,0.0
no_overwrite_baseline,2026-03-18,667.21,22.3700008392334,True,85.85,0.7,1.0,470.52,-1415.03,False,,,,0.0,0.0,470.52,-1415.03,0.0,0.0,0.0
no_overwrite_baseline,2026-03-19,668.96,25.09000015258789,True,87.08,0.7,1.0,122.86,-1292.17,False,,,,0.0,0.0,122.86,-1292.17,0.0,0.0,0.0
no_overwrite_baseline,2026-03-20,659.63,24.059999465942383,True,80.54,0.7,1.0,-653.41,-1945.58,False,,,,0.0,0.0,-653.41,-1945.58,0.0,0.0,0.0
no_overwrite_baseline,2026-03-23,658.0,26.780000686645508,False,79.41,0.7,0.0,-113.79,-2059.37,False,,,,0.0,0.0,-113.79,-2059.37,0.0,162.55,0.0
no_overwrite_baseline,2026-03-24,648.57,26.149999618530273,True,93.4,0.7,1.0,-660.31,-2719.68,False,,,,0.0,0.0,-660.31,-2719.68,0.0,0.0,0.0
no_overwrite_baseline,2026-03-25,655.38,26.950000762939453,True,98.16,0.7,1.0,476.7,-2242.98,False,,,,0.0,0.0,476.7,-2242.98,0.0,0.0,0.0
no_overwrite_baseline,2026-03-26,653.18,25.329999923706055,True,96.62,0.7,1.0,-154.0,-2396.98,False,,,,0.0,0.0,-154.0,-2396.98,0.0,0.0,0.0
no_overwrite_baseline,2026-03-27,656.82,27.440000534057617,True,99.17,0.7,1.0,254.8,-2142.18,False,,,,0.0,0.0,254.8,-2142.18,0.0,0.0,0.0
no_overwrite_baseline,2026-03-30,645.09,31.049999237060547,True,90.96,0.7,1.0,-821.1,-2963.28,False,,,,0.0,0.0,-821.1,-2963.28,0.0,0.0,0.0
no_overwrite_baseline,2026-03-31,634.09,30.610000610351562,True,83.26,0.7,1.0,-770.0,-3733.28,False,,,,0.0,0.0,-770.0,-3733.28,0.0,0.0,0.0
no_overwrite_baseline,2026-04-01,631.97,25.25,True,81.78,0.7,1.0,-148.4,-3881.68,False,,,,0.0,0.0,-148.4,-3881.68,0.0,0.0,0.0
no_overwrite_baseline,2026-04-02,650.34,24.540000915527344,True,94.64,0.7,1.0,1285.9,-2595.78,False,,,,0.0,0.0,1285.9,-2595.78,0.0,0.0,0.0
no_overwrite_baseline,2026-04-03,655.24,23.8700008392334,True,98.07,0.7,1.0,343.0,-2252.78,False,,,,0.0,0.0,343.0,-2252.78,0.0,0.0,0.0
no_overwrite_baseline,2026-04-06,655.83,24.170000076293945,True,98.48,0.7,1.0,41.3,-2211.48,False,,,,0.0,0.0,41.3,-2211.48,0.0,0.0,0.0
no_overwrite_baseline,2026-04-07,658.93,25.780000686645508,True,100.65,0.7,1.0,217.0,-1994.48,False,,,,0.0,0.0,217.0,-1994.48,0.0,0.0,0.0
no_overwrite_baseline,2026-04-08,659.22,21.040000915527344,True,100.85,0.7,1.0,20.3,-1974.18,False,,,,0.0,0.0,20.3,-1974.18,0.0,0.0,0.0
