as_of_date,core_vol_risk_score,geometry_stress_score,final_risk_score,core_vol_state,final_regime,downgrade_levels,downgrade_cap_applied
2026-06-12,0.332347,0.364484,0.340382,MID_VOL_CHOP,MID_VOL_CHOP,0,False
