as_of_date,comparison_model,comparison_state,hmm_v3_state,disagreement_type,is_opposite_bucket,severity_delta,vix,vvix,vvix_vix_ratio,vvix_vix_z_22d,vix_vix3m_ratio,vix9d_vix_ratio,term_structure_slope,realized_vol_5d,realized_vol_21d,realized_vol_trend,spy_return_1d,drawdown_21d,trend_persistence_21d,avg_pairwise_corr_21d,first_eigenvalue_share_21d,effective_rank_21d,log_det_corr_21d,warning,realized_state_1d,realized_risk_bucket_1d,vix_change_pct_1d,vvix_change_pct_1d,rv21_change_1d,vix_spike_1d,rv_expanded_1d,risk_bucket_correct_hmm_v3_1d,risk_bucket_correct_comparison_1d,exact_correct_hmm_v3_1d,exact_correct_comparison_1d,directional_vol_correct_hmm_v3_1d,directional_vol_correct_comparison_1d,v3_won_1d,v3_bucket_won_1d,realized_state_2d,realized_risk_bucket_2d,spy_return_2d,vix_change_pct_2d,vvix_change_pct_2d,rv21_change_2d,vix_spike_2d,rv_expanded_2d,risk_bucket_correct_hmm_v3_2d,risk_bucket_correct_comparison_2d,exact_correct_hmm_v3_2d,exact_correct_comparison_2d,directional_vol_correct_hmm_v3_2d,directional_vol_correct_comparison_2d,v3_won_2d,v3_bucket_won_2d,realized_state_3d,realized_risk_bucket_3d,spy_return_3d,vix_change_pct_3d,vvix_change_pct_3d,rv21_change_3d,vix_spike_3d,rv_expanded_3d,risk_bucket_correct_hmm_v3_3d,risk_bucket_correct_comparison_3d,exact_correct_hmm_v3_3d,exact_correct_comparison_3d,directional_vol_correct_hmm_v3_3d,directional_vol_correct_comparison_3d,v3_won_3d,v3_bucket_won_3d,realized_state_5d,realized_risk_bucket_5d,spy_return_5d,vix_change_pct_5d,vvix_change_pct_5d,rv21_change_5d,vix_spike_5d,rv_expanded_5d,risk_bucket_correct_hmm_v3_5d,risk_bucket_correct_comparison_5d,exact_correct_hmm_v3_5d,exact_correct_comparison_5d,directional_vol_correct_hmm_v3_5d,directional_vol_correct_comparison_5d,v3_won_5d,v3_bucket_won_5d,realized_state_10d,realized_risk_bucket_10d,spy_return_10d,vix_change_pct_10d,vvix_change_pct_10d,rv21_change_10d,vix_spike_10d,rv_expanded_10d,risk_bucket_correct_hmm_v3_10d,risk_bucket_correct_comparison_10d,exact_correct_hmm_v3_10d,exact_correct_comparison_10d,directional_vol_correct_hmm_v3_10d,directional_vol_correct_comparison_10d,v3_won_10d,v3_bucket_won_10d,v3_result,geometry_stress_score,downgrade_levels
2026-06-12,heuristic,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,v3_downgrade,True,-1,17.68000030517578,93.81999969482422,5.306560977114837,-0.09165975903860393,0.8620185328071865,0.9762443399861825,2.8299999237060547,18.99951632261536,15.031459624930768,3.9680566976845917,,0.023460651621822617,0.6190476190476191,0.161761,0.417111,5.092185,-8.576233,,,LOW_RISK,,,,,,False,False,False,False,,,tie,tie,,LOW_RISK,,,,,,,False,False,False,False,,,tie,tie,,LOW_RISK,,,,,,,False,False,False,False,,,tie,tie,,LOW_RISK,,,,,,,False,False,False,False,,,tie,tie,,LOW_RISK,,,,,,,False,False,False,False,,,tie,tie,tie,0.364484,0
