model_name,horizon,accuracy,brier_vol_expansion,brier_vix_spike,avg_lead_quality,notes
hmm_v3_core_plus_sector_geometry,1,0.3125,0.4631648150625625,0.15079977339589584,0.4791666666666667,
hmm_v3_core_plus_sector_geometry,2,0.2916666666666667,0.5101240116085208,0.16022421994185418,0.3541666666666667,
hmm_v3_core_plus_sector_geometry,3,0.3125,0.4478551961779584,0.14228582117795832,0.3958333333333333,
