model_name,date,spy_close,vix,leap_open,leap_premium_estimate,leap_delta,leap_exposure_pct,leap_daily_pnl,leap_cumulative_pnl,short_call_open,short_call_strike,short_call_entry_premium,short_call_mtm_value,short_call_daily_pnl,short_call_cumulative_pnl,total_daily_pnl,total_cumulative_pnl,overwrite_daily_pnl,avoided_leap_drawdown_estimate,missed_leap_upside_estimate
no_overwrite_baseline,2024-01-18,449.85,12.1899995803833,True,106.6,0.75,1.0,153.39,660.08,False,,,,0.0,0.0,153.39,660.08,0.0,0.0,0.0
no_overwrite_baseline,2024-01-19,456.05,12.479999542236328,True,111.25,0.75,1.0,465.26,1125.34,False,,,,0.0,0.0,465.26,1125.34,0.0,0.0,0.0
no_overwrite_baseline,2024-01-22,457.51,12.279999732971191,True,112.35,0.75,1.0,109.77,1235.11,False,,,,0.0,0.0,109.77,1235.11,0.0,0.0,0.0
no_overwrite_baseline,2024-01-23,456.76,12.5600004196167,True,111.79,0.75,1.0,-56.49,1178.62,False,,,,0.0,0.0,-56.49,1178.62,0.0,0.0,0.0
no_overwrite_baseline,2024-01-24,459.33,12.529999732971191,True,113.71,0.75,1.0,192.7,1371.31,False,,,,0.0,0.0,192.7,1371.31,0.0,0.0,0.0
no_overwrite_baseline,2024-01-25,462.12,13.670000076293945,True,115.81,0.75,1.0,209.48,1580.8,False,,,,0.0,0.0,209.48,1580.8,0.0,0.0,0.0
no_overwrite_baseline,2024-01-26,455.72,13.649999618530273,True,111.01,0.75,1.0,-480.28,1100.52,False,,,,0.0,0.0,-480.28,1100.52,0.0,0.0,0.0
no_overwrite_baseline,2024-01-29,460.04,13.029999732971191,True,114.25,0.75,1.0,324.08,1424.6,False,,,,0.0,0.0,324.08,1424.6,0.0,0.0,0.0
no_overwrite_baseline,2024-01-30,460.96,12.989999771118164,True,114.94,0.75,1.0,69.34,1493.94,False,,,,0.0,0.0,69.34,1493.94,0.0,0.0,0.0
no_overwrite_baseline,2024-01-31,462.91,12.430000305175781,True,116.4,0.75,1.0,145.98,1639.92,False,,,,0.0,0.0,145.98,1639.92,0.0,0.0,0.0
no_overwrite_baseline,2024-02-01,463.75,12.470000267028809,True,117.03,0.75,1.0,62.77,1702.69,False,,,,0.0,0.0,62.77,1702.69,0.0,0.0,0.0
no_overwrite_baseline,2024-02-02,463.92,12.449999809265137,True,117.16,0.75,1.0,13.14,1715.83,False,,,,0.0,0.0,13.14,1715.83,0.0,0.0,0.0
no_overwrite_baseline,2024-02-05,462.58,13.199999809265137,True,116.15,0.75,1.0,-100.73,1615.1,False,,,,0.0,0.0,-100.73,1615.1,0.0,0.0,0.0
no_overwrite_baseline,2024-02-06,459.99,14.039999961853027,True,114.21,0.75,1.0,-194.16,1420.95,False,,,,0.0,0.0,-194.16,1420.95,0.0,0.0,0.0
no_overwrite_baseline,2024-02-07,456.23,14.130000114440918,True,111.39,0.75,1.0,-281.74,1139.2,False,,,,0.0,0.0,-281.74,1139.2,0.0,0.0,0.0
no_overwrite_baseline,2024-02-08,454.77,13.350000381469727,True,110.29,0.75,1.0,-110.22,1028.98,False,,,,0.0,0.0,-110.22,1028.98,0.0,0.0,0.0
no_overwrite_baseline,2024-02-09,455.39,13.079999923706055,True,110.76,0.75,1.0,46.72,1075.7,False,,,,0.0,0.0,46.72,1075.7,0.0,0.0,0.0
no_overwrite_baseline,2024-02-12,461.89,12.760000228881836,True,115.63,0.75,1.0,487.58,1563.28,False,,,,0.0,0.0,487.58,1563.28,0.0,0.0,0.0
no_overwrite_baseline,2024-02-13,461.19,12.6899995803833,True,115.11,0.75,1.0,-52.56,1510.73,False,,,,0.0,0.0,-52.56,1510.73,0.0,0.0,0.0
no_overwrite_baseline,2024-02-14,463.8,12.4399995803833,True,117.06,0.75,1.0,195.62,1706.35,False,,,,0.0,0.0,195.62,1706.35,0.0,0.0,0.0
no_overwrite_baseline,2024-02-15,463.59,12.699999809265137,True,116.91,0.75,1.0,-15.33,1691.01,False,,,,0.0,0.0,-15.33,1691.01,0.0,0.0,0.0
no_overwrite_baseline,2024-02-16,463.91,13.84000015258789,True,117.15,0.75,1.0,24.09,1715.1,False,,,,0.0,0.0,24.09,1715.1,0.0,0.0,0.0
no_overwrite_baseline,2024-02-19,462.21,14.789999961853027,True,115.87,0.75,1.0,-127.73,1587.37,False,,,,0.0,0.0,-127.73,1587.37,0.0,0.0,0.0
no_overwrite_baseline,2024-02-20,459.64,14.130000114440918,True,113.95,0.75,1.0,-192.7,1394.67,False,,,,0.0,0.0,-192.7,1394.67,0.0,0.0,0.0
no_overwrite_baseline,2024-02-21,463.73,13.300000190734863,True,117.01,0.75,1.0,306.56,1701.23,False,,,,0.0,0.0,306.56,1701.23,0.0,0.0,0.0
no_overwrite_baseline,2024-02-22,469.51,13.1899995803833,False,121.35,0.75,0.0,433.57,2134.8,False,,,,0.0,0.0,433.57,2134.8,0.0,0.0,578.09
no_overwrite_baseline,2024-02-23,470.5,12.550000190734863,True,100.74,0.75,1.0,74.45,2209.25,False,,,,0.0,0.0,74.45,2209.25,0.0,0.0,0.0
no_overwrite_baseline,2024-02-26,471.87,13.140000343322754,True,101.77,0.75,1.0,102.92,2312.17,False,,,,0.0,0.0,102.92,2312.17,0.0,0.0,0.0
no_overwrite_baseline,2024-02-27,472.39,13.449999809265137,True,102.16,0.75,1.0,38.69,2350.86,False,,,,0.0,0.0,38.69,2350.86,0.0,0.0,0.0
no_overwrite_baseline,2024-02-28,474.96,13.260000228881836,True,104.09,0.75,1.0,192.69,2543.55,False,,,,0.0,0.0,192.69,2543.55,0.0,0.0,0.0
no_overwrite_baseline,2024-02-29,474.36,13.600000381469727,True,103.63,0.75,1.0,-45.25,2498.3,False,,,,0.0,0.0,-45.25,2498.3,0.0,0.0,0.0
no_overwrite_baseline,2024-03-01,478.11,13.3100004196167,True,106.45,0.75,1.0,281.74,2780.04,False,,,,0.0,0.0,281.74,2780.04,0.0,0.0,0.0
no_overwrite_baseline,2024-03-04,477.74,14.350000381469727,True,106.18,0.75,1.0,-27.73,2752.31,False,,,,0.0,0.0,-27.73,2752.31,0.0,0.0,0.0
