model_name,entry_date,exit_date,predicted_regime,brace_for_impact_score,total_trade_pnl,safer_reference_trade_pnl,dollar_missed_risk
hmm_v3_1_meta_blend,2024-03-19,2024-03-20,MID_VOL_CHOP,0.146306,-167.28,0.0,-167.28
hmm_v3_1_meta_blend,2024-03-25,2024-03-26,MID_VOL_CHOP,0.108558,-704.5,0.0,-704.5
hmm_v3_1_meta_blend,2024-04-02,2024-04-03,STABLE_LOW_VOL_TREND,0.068366,-228.1,0.0,-228.1
hmm_v3_1_meta_blend,2024-04-05,2024-04-08,STABLE_LOW_VOL_TREND,0.065338,-99.89,0.0,-99.89
hmm_v3_1_meta_blend,2024-04-08,2024-04-09,STABLE_LOW_VOL_TREND,0.066555,-273.09,0.0,-273.09
hmm_v3_1_meta_blend,2024-04-11,2024-04-12,STABLE_LOW_VOL_TREND,0.064499,-279.61,0.0,-279.61
hmm_v3_1_meta_blend,2024-04-17,2024-04-18,STABLE_LOW_VOL_TREND,0.037737,-121.5,0.0,-121.5
hmm_v3_1_meta_blend,2024-04-18,2024-04-19,STABLE_LOW_VOL_TREND,0.038757,-106.63,0.0,-106.63
hmm_v3_1_meta_blend,2024-04-19,2024-04-22,STABLE_LOW_VOL_TREND,0.039271,-223.04,0.0,-223.04
hmm_v3_1_meta_blend,2024-04-26,2024-04-29,STABLE_LOW_VOL_TREND,0.037346,-200.74,0.0,-200.74
hmm_v3_1_meta_blend,2024-05-06,2024-05-07,MID_VOL_CHOP,0.219931,-273.3,0.0,-273.3
hmm_v3_1_meta_blend,2024-05-10,2024-05-13,MID_VOL_CHOP,0.376666,-212.62,0.0,-212.62
hmm_v3_1_meta_blend,2024-05-21,2024-05-22,MID_VOL_CHOP,0.351988,-196.59,0.0,-196.59
hmm_v3_1_meta_blend,2024-05-22,2024-05-23,MID_VOL_CHOP,0.377612,-326.27,0.0,-326.27
hmm_v3_1_meta_blend,2024-05-27,2024-05-28,MID_VOL_CHOP,0.194239,-224.11,0.0,-224.11
hmm_v3_1_meta_blend,2024-05-31,2024-06-03,MID_VOL_CHOP,0.297588,-206.23,0.0,-206.23
hmm_v3_1_meta_blend,2024-06-03,2024-06-04,MID_VOL_CHOP,0.270368,-363.62,0.0,-363.62
hmm_v3_1_meta_blend,2024-06-04,2024-06-05,MID_VOL_CHOP,0.248759,-288.62,0.0,-288.62
hmm_v3_1_meta_blend,2024-06-07,2024-06-10,STABLE_LOW_VOL_TREND,0.081216,-126.17,0.0,-126.17
hmm_v3_1_meta_blend,2024-06-12,2024-06-13,STABLE_LOW_VOL_TREND,0.054697,-77.28,0.0,-77.28
hmm_v3_1_meta_blend,2024-06-13,2024-06-14,STABLE_LOW_VOL_TREND,0.049374,-374.77,0.0,-374.77
hmm_v3_1_meta_blend,2024-06-24,2024-06-25,MID_VOL_CHOP,0.100614,-187.38,0.0,-187.38
hmm_v3_1_meta_blend,2024-06-28,2024-07-01,STABLE_LOW_VOL_TREND,0.094139,-256.74,0.0,-256.74
hmm_v3_1_meta_blend,2024-07-03,2024-07-04,MID_VOL_CHOP,0.102291,-355.45,0.0,-355.45
hmm_v3_1_meta_blend,2024-07-15,2024-07-16,STABLE_LOW_VOL_TREND,0.066699,-205.87,0.0,-205.87
hmm_v3_1_meta_blend,2024-07-29,2024-07-30,STABLE_LOW_VOL_TREND,0.034665,-177.48,0.0,-177.48
hmm_v3_1_meta_blend,2024-07-30,2024-07-31,STABLE_LOW_VOL_TREND,0.035349,-100.52,0.0,-100.52
hmm_v3_1_meta_blend,2024-07-31,2024-08-01,STABLE_LOW_VOL_TREND,0.035632,-144.82,0.0,-144.82
hmm_v3_1_meta_blend,2024-08-05,2024-08-06,STABLE_LOW_VOL_TREND,0.035887,-273.52,0.0,-273.52
hmm_v3_1_meta_blend,2024-08-07,2024-08-08,STABLE_LOW_VOL_TREND,0.042944,-172.6,0.0,-172.6
hmm_v3_1_meta_blend,2024-08-09,2024-08-12,STABLE_LOW_VOL_TREND,0.04222,-169.49,0.0,-169.49
hmm_v3_1_meta_blend,2024-08-15,2024-08-16,MID_VOL_CHOP,0.144439,-294.5,0.0,-294.5
hmm_v3_1_meta_blend,2024-08-21,2024-08-22,MID_VOL_CHOP,0.140551,-309.65,0.0,-309.65
hmm_v3_1_meta_blend,2024-08-26,2024-08-27,MID_VOL_CHOP,0.142556,-516.75,0.0,-516.75
hmm_v3_1_meta_blend,2024-08-30,2024-09-02,HIGH_VOL_RISK_OFF,0.910215,-196.94,0.0,-196.94
hmm_v3_1_meta_blend,2024-09-03,2024-09-04,HIGH_VOL_RISK_OFF,0.911941,-666.37,0.0,-666.37
hmm_v3_1_meta_blend,2024-09-06,2024-09-09,VOL_EXPANSION_TRANSITION,0.848334,-497.85,0.0,-497.85
hmm_v3_1_meta_blend,2024-09-10,2024-09-11,VOL_EXPANSION_TRANSITION,0.853253,-584.08,0.0,-584.08
hmm_v3_1_meta_blend,2024-09-12,2024-09-13,VOL_EXPANSION_TRANSITION,0.798075,-293.54,0.0,-293.54
hmm_v3_1_meta_blend,2024-09-18,2024-09-19,MID_VOL_CHOP,0.121084,-319.86,0.0,-319.86
hmm_v3_1_meta_blend,2024-09-25,2024-09-26,MID_VOL_CHOP,0.131871,-349.12,0.0,-349.12
hmm_v3_1_meta_blend,2024-10-02,2024-10-03,MID_VOL_CHOP,0.190675,-299.68,0.0,-299.68
hmm_v3_1_meta_blend,2024-10-04,2024-10-07,MID_VOL_CHOP,0.212865,-277.74,0.0,-277.74
hmm_v3_1_meta_blend,2024-10-07,2024-10-08,MID_VOL_CHOP,0.49632,-201.07,0.0,-201.07
hmm_v3_1_meta_blend,2024-10-08,2024-10-09,VOL_EXPANSION_TRANSITION,0.743067,-131.91,0.0,-131.91
hmm_v3_1_meta_blend,2024-10-14,2024-10-15,STABLE_LOW_VOL_TREND,0.068275,-557.98,0.0,-557.98
hmm_v3_1_meta_blend,2024-10-21,2024-10-22,STABLE_LOW_VOL_TREND,0.058827,-103.79,0.0,-103.79
hmm_v3_1_meta_blend,2024-10-29,2024-10-30,MID_VOL_CHOP,0.146008,-282.79,0.0,-282.79
hmm_v3_1_meta_blend,2024-10-31,2024-11-01,MID_VOL_CHOP,0.138653,-215.08,0.0,-215.08
hmm_v3_1_meta_blend,2024-11-01,2024-11-04,MID_VOL_CHOP,0.139739,-156.66,0.0,-156.66
hmm_v3_1_meta_blend,2024-11-06,2024-11-07,MID_VOL_CHOP,0.140906,-214.21,0.0,-214.21
hmm_v3_1_meta_blend,2024-11-28,2024-11-29,MID_VOL_CHOP,0.138992,-294.22,0.0,-294.22
hmm_v3_1_meta_blend,2024-11-29,2024-12-02,VOL_EXPANSION_TRANSITION,0.596485,-1037.05,0.0,-1037.05
hmm_v3_1_meta_blend,2024-12-02,2024-12-03,VOL_EXPANSION_TRANSITION,0.607355,-217.96,0.0,-217.96
hmm_v3_1_meta_blend,2024-12-16,2024-12-17,MID_VOL_CHOP,0.138203,-106.07,0.0,-106.07
hmm_v3_1_meta_blend,2024-12-19,2024-12-20,STABLE_LOW_VOL_TREND,0.045368,-120.61,0.0,-120.61
hmm_v3_1_meta_blend,2024-12-23,2024-12-24,STABLE_LOW_VOL_TREND,0.044467,-155.82,0.0,-155.82
hmm_v3_1_meta_blend,2024-12-26,2024-12-27,STABLE_LOW_VOL_TREND,0.05142,-161.15,0.0,-161.15
hmm_v3_1_meta_blend,2025-01-02,2025-01-03,STABLE_LOW_VOL_TREND,0.046145,-216.26,0.0,-216.26
hmm_v3_1_meta_blend,2025-01-07,2025-01-08,STABLE_LOW_VOL_TREND,0.037774,-123.9,0.0,-123.9
hmm_v3_1_meta_blend,2025-01-13,2025-01-14,VOL_EXPANSION_TRANSITION,0.856173,-337.08,0.0,-337.08
hmm_v3_1_meta_blend,2025-01-14,2025-01-15,VOL_EXPANSION_TRANSITION,0.856916,-103.96,0.0,-103.96
hmm_v3_1_meta_blend,2025-01-15,2025-01-16,VOL_EXPANSION_TRANSITION,0.856626,-352.62,0.0,-352.62
hmm_v3_1_meta_blend,2025-01-23,2025-01-24,MID_VOL_CHOP,0.470841,-400.93,0.0,-400.93
hmm_v3_1_meta_blend,2025-01-24,2025-01-27,MID_VOL_CHOP,0.486933,-176.12,0.0,-176.12
hmm_v3_1_meta_blend,2025-02-03,2025-02-04,MID_VOL_CHOP,0.48284,-655.11,0.0,-655.11
hmm_v3_1_meta_blend,2025-02-05,2025-02-06,MID_VOL_CHOP,0.482969,-286.21,0.0,-286.21
hmm_v3_1_meta_blend,2025-02-06,2025-02-07,VOL_EXPANSION_TRANSITION,0.866436,-261.12,0.0,-261.12
hmm_v3_1_meta_blend,2025-02-07,2025-02-10,STABLE_LOW_VOL_TREND,0.097915,-145.68,0.0,-145.68
hmm_v3_1_meta_blend,2025-02-10,2025-02-11,STABLE_LOW_VOL_TREND,0.096888,-125.42,0.0,-125.42
hmm_v3_1_meta_blend,2025-02-13,2025-02-14,MID_VOL_CHOP,0.182709,-235.72,0.0,-235.72
hmm_v3_1_meta_blend,2025-02-17,2025-02-18,MID_VOL_CHOP,0.17006,-143.36,0.0,-143.36
hmm_v3_1_meta_blend,2025-02-20,2025-02-21,MID_VOL_CHOP,0.179164,-158.05,0.0,-158.05
hmm_v3_1_meta_blend,2025-02-26,2025-02-27,STABLE_LOW_VOL_TREND,0.092277,-183.45,0.0,-183.45
hmm_v3_1_meta_blend,2025-03-03,2025-03-04,STABLE_LOW_VOL_TREND,0.063139,-305.3,0.0,-305.3
hmm_v3_1_meta_blend,2025-03-17,2025-03-18,MID_VOL_CHOP,0.150086,-542.43,0.0,-542.43
hmm_v3_1_meta_blend,2025-03-20,2025-03-21,HIGH_VOL_RISK_OFF,0.912512,-308.72,0.0,-308.72
hmm_v3_1_meta_blend,2025-03-24,2025-03-25,HIGH_VOL_RISK_OFF,0.921907,-179.87,0.0,-179.87
hmm_v3_1_meta_blend,2025-03-31,2025-04-01,HIGH_VOL_RISK_OFF,0.924514,-669.45,0.0,-669.45
hmm_v3_1_meta_blend,2025-04-01,2025-04-02,HIGH_VOL_RISK_OFF,0.934327,-205.92,0.0,-205.92
hmm_v3_1_meta_blend,2025-04-03,2025-04-04,HIGH_VOL_RISK_OFF,0.903744,-301.54,0.0,-301.54
hmm_v3_1_meta_blend,2025-04-08,2025-04-09,VOL_EXPANSION_TRANSITION,0.85149,-589.16,0.0,-589.16
hmm_v3_1_meta_blend,2025-04-15,2025-04-16,HIGH_VOL_RISK_OFF,0.944397,-144.83,0.0,-144.83
hmm_v3_1_meta_blend,2025-04-17,2025-04-18,VOL_EXPANSION_TRANSITION,0.852575,-265.94,0.0,-265.94
hmm_v3_1_meta_blend,2025-04-24,2025-04-25,HIGH_VOL_RISK_OFF,0.965722,-4431.19,0.0,-4431.19
hmm_v3_1_meta_blend,2025-04-28,2025-04-29,HIGH_VOL_RISK_OFF,0.965941,-330.92,0.0,-330.92
hmm_v3_1_meta_blend,2025-04-29,2025-04-30,HIGH_VOL_RISK_OFF,0.966105,-198.26,0.0,-198.26
hmm_v3_1_meta_blend,2025-05-06,2025-05-07,HIGH_VOL_RISK_OFF,0.964439,-728.17,0.0,-728.17
hmm_v3_1_meta_blend,2025-05-07,2025-05-08,HIGH_VOL_RISK_OFF,0.96557,-359.17,0.0,-359.17
hmm_v3_1_meta_blend,2025-05-08,2025-05-09,HIGH_VOL_RISK_OFF,0.965708,-586.66,0.0,-586.66
hmm_v3_1_meta_blend,2025-05-16,2025-05-19,HIGH_VOL_RISK_OFF,0.962784,-432.93,0.0,-432.93
hmm_v3_1_meta_blend,2025-05-26,2025-05-27,VOL_EXPANSION_TRANSITION,0.857044,-1406.3,0.0,-1406.3
hmm_v3_1_meta_blend,2025-05-27,2025-05-28,VOL_EXPANSION_TRANSITION,0.856592,-158.74,0.0,-158.74
hmm_v3_1_meta_blend,2025-05-30,2025-06-02,VOL_EXPANSION_TRANSITION,0.854566,-167.52,0.0,-167.52
hmm_v3_1_meta_blend,2025-06-09,2025-06-10,MID_VOL_CHOP,0.338866,-749.91,0.0,-749.91
hmm_v3_1_meta_blend,2025-06-16,2025-06-17,MID_VOL_CHOP,0.382852,-139.89,0.0,-139.89
hmm_v3_1_meta_blend,2025-06-19,2025-06-20,MID_VOL_CHOP,0.341183,-319.79,0.0,-319.79
hmm_v3_1_meta_blend,2025-06-23,2025-06-24,MID_VOL_CHOP,0.118613,-143.69,0.0,-143.69
hmm_v3_1_meta_blend,2025-06-27,2025-06-30,MID_VOL_CHOP,0.401908,-288.96,0.0,-288.96
hmm_v3_1_meta_blend,2025-07-03,2025-07-04,MID_VOL_CHOP,0.280464,-234.18,0.0,-234.18
hmm_v3_1_meta_blend,2025-07-04,2025-07-07,MID_VOL_CHOP,0.286123,-335.62,0.0,-335.62
hmm_v3_1_meta_blend,2025-07-08,2025-07-09,STABLE_LOW_VOL_TREND,0.083252,-214.14,0.0,-214.14
hmm_v3_1_meta_blend,2025-07-09,2025-07-10,STABLE_LOW_VOL_TREND,0.078531,-124.36,0.0,-124.36
hmm_v3_1_meta_blend,2025-07-15,2025-07-16,STABLE_LOW_VOL_TREND,0.068099,-254.07,0.0,-254.07
hmm_v3_1_meta_blend,2025-07-18,2025-07-21,STABLE_LOW_VOL_TREND,0.069138,-158.61,0.0,-158.61
hmm_v3_1_meta_blend,2025-07-28,2025-07-29,STABLE_LOW_VOL_TREND,0.077443,-162.38,0.0,-162.38
hmm_v3_1_meta_blend,2025-08-01,2025-08-04,STABLE_LOW_VOL_TREND,0.064249,-240.29,0.0,-240.29
hmm_v3_1_meta_blend,2025-08-13,2025-08-14,MID_VOL_CHOP,0.151517,-533.03,0.0,-533.03
hmm_v3_1_meta_blend,2025-08-15,2025-08-18,MID_VOL_CHOP,0.159844,-210.29,0.0,-210.29
hmm_v3_1_meta_blend,2025-08-19,2025-08-20,STABLE_LOW_VOL_TREND,0.04744,-242.33,0.0,-242.33
hmm_v3_1_meta_blend,2025-08-21,2025-08-22,STABLE_LOW_VOL_TREND,0.04625,-373.71,0.0,-373.71
hmm_v3_1_meta_blend,2025-09-02,2025-09-03,MID_VOL_CHOP,0.138652,-611.34,0.0,-611.34
hmm_v3_1_meta_blend,2025-09-11,2025-09-12,MID_VOL_CHOP,0.148831,-127.26,0.0,-127.26
hmm_v3_1_meta_blend,2025-09-12,2025-09-15,STABLE_LOW_VOL_TREND,0.055125,-265.67,0.0,-265.67
hmm_v3_1_meta_blend,2025-09-19,2025-09-22,STABLE_LOW_VOL_TREND,0.040875,-250.14,0.0,-250.14
hmm_v3_1_meta_blend,2025-09-23,2025-09-24,STABLE_LOW_VOL_TREND,0.051228,-156.13,0.0,-156.13
hmm_v3_1_meta_blend,2025-09-29,2025-09-30,STABLE_LOW_VOL_TREND,0.054059,-140.68,0.0,-140.68
hmm_v3_1_meta_blend,2025-09-30,2025-10-01,STABLE_LOW_VOL_TREND,0.051121,-138.42,0.0,-138.42
hmm_v3_1_meta_blend,2025-10-06,2025-10-07,STABLE_LOW_VOL_TREND,0.035584,-183.02,0.0,-183.02
hmm_v3_1_meta_blend,2025-10-16,2025-10-17,STABLE_LOW_VOL_TREND,0.035752,-163.35,0.0,-163.35
hmm_v3_1_meta_blend,2025-10-21,2025-10-22,MID_VOL_CHOP,0.196986,-583.73,0.0,-583.73
hmm_v3_1_meta_blend,2025-10-23,2025-10-24,MID_VOL_CHOP,0.196639,-183.09,0.0,-183.09
hmm_v3_1_meta_blend,2025-10-28,2025-10-29,MID_VOL_CHOP,0.185719,-341.77,0.0,-341.77
hmm_v3_1_meta_blend,2025-10-31,2025-11-03,MID_VOL_CHOP,0.173939,-139.64,0.0,-139.64
hmm_v3_1_meta_blend,2025-11-03,2025-11-04,STABLE_LOW_VOL_TREND,0.075125,-255.16,0.0,-255.16
hmm_v3_1_meta_blend,2025-11-04,2025-11-05,STABLE_LOW_VOL_TREND,0.060902,-424.6,0.0,-424.6
hmm_v3_1_meta_blend,2025-11-18,2025-11-19,MID_VOL_CHOP,0.149178,-589.29,0.0,-589.29
hmm_v3_1_meta_blend,2025-12-01,2025-12-02,VOL_EXPANSION_TRANSITION,0.848463,-227.12,0.0,-227.12
hmm_v3_1_meta_blend,2025-12-02,2025-12-03,MID_VOL_CHOP,0.215658,-462.42,0.0,-462.42
hmm_v3_1_meta_blend,2025-12-03,2025-12-04,VOL_EXPANSION_TRANSITION,0.764534,-263.13,0.0,-263.13
hmm_v3_1_meta_blend,2025-12-04,2025-12-05,MID_VOL_CHOP,0.223078,-181.73,0.0,-181.73
hmm_v3_1_meta_blend,2025-12-05,2025-12-08,MID_VOL_CHOP,0.143004,-172.92,0.0,-172.92
hmm_v3_1_meta_blend,2025-12-17,2025-12-18,STABLE_LOW_VOL_TREND,0.089208,-169.68,0.0,-169.68
hmm_v3_1_meta_blend,2025-12-25,2025-12-26,MID_VOL_CHOP,0.281288,-196.66,0.0,-196.66
hmm_v3_1_meta_blend,2025-12-26,2025-12-29,MID_VOL_CHOP,0.126724,-281.53,0.0,-281.53
hmm_v3_1_meta_blend,2025-12-29,2025-12-30,STABLE_LOW_VOL_TREND,0.079679,-179.5,0.0,-179.5
hmm_v3_1_meta_blend,2025-12-30,2025-12-31,STABLE_LOW_VOL_TREND,0.070945,-117.7,0.0,-117.7
hmm_v3_1_meta_blend,2026-01-08,2026-01-09,STABLE_LOW_VOL_TREND,0.057639,-186.15,0.0,-186.15
hmm_v3_1_meta_blend,2026-01-09,2026-01-12,STABLE_LOW_VOL_TREND,0.048229,-187.74,0.0,-187.74
hmm_v3_1_meta_blend,2026-01-14,2026-01-15,STABLE_LOW_VOL_TREND,0.047656,-208.23,0.0,-208.23
