model_name,horizon,predicted_state,realized_state,count,row_percent
heuristic,1,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,1,1.0
heuristic,1,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,15,0.36585365853658536
heuristic,1,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,5,0.12195121951219512
heuristic,1,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,21,0.5121951219512195
heuristic,1,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,27,0.019823788546255508
heuristic,1,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,392,0.2878120411160059
heuristic,1,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,261,0.19162995594713655
heuristic,1,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,682,0.5007342143906021
heuristic,2,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,1,1.0
heuristic,2,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,1,0.024390243902439025
heuristic,2,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,11,0.2682926829268293
heuristic,2,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,12,0.2926829268292683
heuristic,2,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,17,0.4146341463414634
heuristic,2,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,51,0.03747244673034533
heuristic,2,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,187,0.13739897134459955
heuristic,2,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,425,0.31227038941954444
heuristic,2,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,698,0.5128581925055107
heuristic,3,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,1,1.0
heuristic,3,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,3,0.07317073170731707
heuristic,3,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,5,0.12195121951219512
heuristic,3,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,15,0.36585365853658536
heuristic,3,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,18,0.43902439024390244
heuristic,3,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,88,0.06470588235294118
heuristic,3,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,132,0.09705882352941177
heuristic,3,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,471,0.3463235294117647
heuristic,3,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,669,0.4919117647058823
hmm_v1_core,1,HIGH_VOL_RISK_OFF,HIGH_VOL_RISK_OFF,2,0.0425531914893617
hmm_v1_core,1,HIGH_VOL_RISK_OFF,MID_VOL_CHOP,4,0.0851063829787234
hmm_v1_core,1,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,11,0.23404255319148937
hmm_v1_core,1,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,30,0.6382978723404256
hmm_v1_core,1,MID_VOL_CHOP,HIGH_VOL_RISK_OFF,9,0.01601423487544484
hmm_v1_core,1,MID_VOL_CHOP,MID_VOL_CHOP,188,0.33451957295373663
hmm_v1_core,1,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,87,0.15480427046263345
hmm_v1_core,1,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,278,0.49466192170818507
hmm_v1_core,1,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,4,0.01509433962264151
hmm_v1_core,1,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,104,0.39245283018867927
hmm_v1_core,1,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,39,0.1471698113207547
hmm_v1_core,1,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,118,0.44528301886792454
hmm_v1_core,1,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,12,0.022641509433962263
hmm_v1_core,1,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,111,0.20943396226415095
hmm_v1_core,1,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,129,0.24339622641509434
hmm_v1_core,1,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,278,0.5245283018867924
hmm_v1_core,2,HIGH_VOL_RISK_OFF,HIGH_VOL_RISK_OFF,1,0.02127659574468085
hmm_v1_core,2,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,15,0.3191489361702128
hmm_v1_core,2,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,31,0.6595744680851063
hmm_v1_core,2,MID_VOL_CHOP,HIGH_VOL_RISK_OFF,21,0.037366548042704624
hmm_v1_core,2,MID_VOL_CHOP,MID_VOL_CHOP,96,0.1708185053380783
hmm_v1_core,2,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,175,0.3113879003558719
hmm_v1_core,2,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,270,0.4804270462633452
hmm_v1_core,2,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,10,0.03773584905660377
hmm_v1_core,2,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,50,0.18867924528301888
hmm_v1_core,2,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,86,0.32452830188679244
hmm_v1_core,2,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,119,0.4490566037735849
hmm_v1_core,2,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,20,0.03780718336483932
hmm_v1_core,2,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,52,0.09829867674858223
hmm_v1_core,2,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,162,0.30623818525519847
hmm_v1_core,2,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,295,0.55765595463138
hmm_v1_core,3,HIGH_VOL_RISK_OFF,HIGH_VOL_RISK_OFF,1,0.02127659574468085
hmm_v1_core,3,HIGH_VOL_RISK_OFF,MID_VOL_CHOP,2,0.0425531914893617
hmm_v1_core,3,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,12,0.2553191489361702
hmm_v1_core,3,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,32,0.6808510638297872
hmm_v1_core,3,MID_VOL_CHOP,HIGH_VOL_RISK_OFF,39,0.06951871657754011
hmm_v1_core,3,MID_VOL_CHOP,MID_VOL_CHOP,62,0.11051693404634581
hmm_v1_core,3,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,207,0.3689839572192513
hmm_v1_core,3,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,253,0.45098039215686275
hmm_v1_core,3,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,15,0.05660377358490566
hmm_v1_core,3,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,35,0.1320754716981132
hmm_v1_core,3,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,100,0.37735849056603776
hmm_v1_core,3,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,115,0.4339622641509434
hmm_v1_core,3,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,36,0.06805293005671077
hmm_v1_core,3,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,38,0.07183364839319471
hmm_v1_core,3,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,168,0.31758034026465026
hmm_v1_core,3,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,287,0.5425330812854442
hmm_v2_core_plus_sector_corr,1,HIGH_VOL_RISK_OFF,HIGH_VOL_RISK_OFF,1,0.02564102564102564
hmm_v2_core_plus_sector_corr,1,HIGH_VOL_RISK_OFF,MID_VOL_CHOP,5,0.1282051282051282
hmm_v2_core_plus_sector_corr,1,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,13,0.3333333333333333
hmm_v2_core_plus_sector_corr,1,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,20,0.5128205128205128
hmm_v2_core_plus_sector_corr,1,MID_VOL_CHOP,HIGH_VOL_RISK_OFF,7,0.012195121951219513
hmm_v2_core_plus_sector_corr,1,MID_VOL_CHOP,MID_VOL_CHOP,191,0.3327526132404181
hmm_v2_core_plus_sector_corr,1,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,101,0.1759581881533101
hmm_v2_core_plus_sector_corr,1,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,275,0.47909407665505227
hmm_v2_core_plus_sector_corr,1,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,7,0.02491103202846975
hmm_v2_core_plus_sector_corr,1,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,104,0.3701067615658363
hmm_v2_core_plus_sector_corr,1,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,39,0.1387900355871886
hmm_v2_core_plus_sector_corr,1,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,131,0.46619217081850534
hmm_v2_core_plus_sector_corr,1,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,12,0.023529411764705882
hmm_v2_core_plus_sector_corr,1,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,107,0.20980392156862746
hmm_v2_core_plus_sector_corr,1,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,113,0.22156862745098038
hmm_v2_core_plus_sector_corr,1,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,278,0.5450980392156862
hmm_v2_core_plus_sector_corr,2,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,17,0.4358974358974359
hmm_v2_core_plus_sector_corr,2,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,22,0.5641025641025641
hmm_v2_core_plus_sector_corr,2,MID_VOL_CHOP,HIGH_VOL_RISK_OFF,19,0.03315881326352531
hmm_v2_core_plus_sector_corr,2,MID_VOL_CHOP,MID_VOL_CHOP,104,0.18150087260034903
hmm_v2_core_plus_sector_corr,2,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,177,0.3089005235602094
hmm_v2_core_plus_sector_corr,2,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,273,0.47643979057591623
hmm_v2_core_plus_sector_corr,2,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,15,0.05338078291814947
hmm_v2_core_plus_sector_corr,2,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,48,0.1708185053380783
hmm_v2_core_plus_sector_corr,2,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,89,0.3167259786476868
hmm_v2_core_plus_sector_corr,2,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,129,0.45907473309608543
hmm_v2_core_plus_sector_corr,2,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,18,0.03529411764705882
hmm_v2_core_plus_sector_corr,2,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,46,0.09019607843137255
hmm_v2_core_plus_sector_corr,2,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,155,0.30392156862745096
hmm_v2_core_plus_sector_corr,2,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,291,0.5705882352941176
hmm_v2_core_plus_sector_corr,3,HIGH_VOL_RISK_OFF,MID_VOL_CHOP,2,0.05128205128205128
hmm_v2_core_plus_sector_corr,3,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,14,0.358974358974359
hmm_v2_core_plus_sector_corr,3,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,23,0.5897435897435898
hmm_v2_core_plus_sector_corr,3,MID_VOL_CHOP,HIGH_VOL_RISK_OFF,39,0.06818181818181818
hmm_v2_core_plus_sector_corr,3,MID_VOL_CHOP,MID_VOL_CHOP,74,0.12937062937062938
hmm_v2_core_plus_sector_corr,3,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,218,0.3811188811188811
hmm_v2_core_plus_sector_corr,3,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,241,0.42132867132867136
hmm_v2_core_plus_sector_corr,3,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,19,0.06761565836298933
hmm_v2_core_plus_sector_corr,3,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,32,0.11387900355871886
hmm_v2_core_plus_sector_corr,3,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,94,0.33451957295373663
hmm_v2_core_plus_sector_corr,3,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,136,0.48398576512455516
hmm_v2_core_plus_sector_corr,3,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,33,0.06470588235294118
hmm_v2_core_plus_sector_corr,3,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,29,0.056862745098039215
hmm_v2_core_plus_sector_corr,3,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,161,0.3156862745098039
