comparison_model,horizon,total_disagreements,v3_win_rate,v3_loss_rate,tie_rate,v3_bucket_win_rate,v3_bucket_loss_rate,downgrade_count,upgrade_count,downgrade_success_rate,upgrade_success_rate,false_suppression_rate,false_alarm_filter_success_rate
heuristic,1,42,0.38095238095238093,0.47619047619047616,0.14285714285714285,0.5238095238095238,0.47619047619047616,42,0,0.38095238095238093,0.0,0.47619047619047616,0.42857142857142855
heuristic,2,42,0.40476190476190477,0.5476190476190477,0.047619047619047616,0.4523809523809524,0.5476190476190477,42,0,0.40476190476190477,0.0,0.5476190476190477,0.35714285714285715
heuristic,3,42,0.4523809523809524,0.47619047619047616,0.07142857142857142,0.5238095238095238,0.47619047619047616,42,0,0.4523809523809524,0.0,0.47619047619047616,0.38095238095238093
hmm_v1_core,1,19,0.42105263157894735,0.5263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,11,8,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.0
hmm_v1_core,2,19,0.42105263157894735,0.47368421052631576,0.10526315789473684,0.0,0.10526315789473684,11,8,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.0
hmm_v1_core,3,19,0.3684210526315789,0.5263157894736842,0.10526315789473684,0.0,0.10526315789473684,11,8,0.2631578947368421,0.10526315789473684,0.05263157894736842,0.0
hmm_v2_core_plus_sector_corr,1,9,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.1111111111111111,6,3,0.0,0.1111111111111111,0.1111111111111111,0.0
hmm_v2_core_plus_sector_corr,2,9,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,0.3333333333333333,6,3,0.2222222222222222,0.0,0.2222222222222222,0.0
hmm_v2_core_plus_sector_corr,3,9,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,0.3333333333333333,6,3,0.1111111111111111,0.0,0.2222222222222222,0.0
