as_of_date,comparison_model,comparison_state,hmm_v3_state,disagreement_type,is_opposite_bucket,severity_delta,vix,vvix,vvix_vix_ratio,vvix_vix_z_22d,vix_vix3m_ratio,vix9d_vix_ratio,term_structure_slope,realized_vol_5d,realized_vol_21d,realized_vol_trend,spy_return_1d,drawdown_21d,trend_persistence_21d,avg_pairwise_corr_21d,first_eigenvalue_share_21d,effective_rank_21d,log_det_corr_21d,warning,realized_state_1d,realized_risk_bucket_1d,vix_change_pct_1d,vvix_change_pct_1d,rv21_change_1d,vix_spike_1d,rv_expanded_1d,risk_bucket_correct_hmm_v3_1d,risk_bucket_correct_comparison_1d,exact_correct_hmm_v3_1d,exact_correct_comparison_1d,directional_vol_correct_hmm_v3_1d,directional_vol_correct_comparison_1d,v3_won_1d,v3_bucket_won_1d,realized_state_2d,realized_risk_bucket_2d,spy_return_2d,vix_change_pct_2d,vvix_change_pct_2d,rv21_change_2d,vix_spike_2d,rv_expanded_2d,risk_bucket_correct_hmm_v3_2d,risk_bucket_correct_comparison_2d,exact_correct_hmm_v3_2d,exact_correct_comparison_2d,directional_vol_correct_hmm_v3_2d,directional_vol_correct_comparison_2d,v3_won_2d,v3_bucket_won_2d,realized_state_3d,realized_risk_bucket_3d,spy_return_3d,vix_change_pct_3d,vvix_change_pct_3d,rv21_change_3d,vix_spike_3d,rv_expanded_3d,risk_bucket_correct_hmm_v3_3d,risk_bucket_correct_comparison_3d,exact_correct_hmm_v3_3d,exact_correct_comparison_3d,directional_vol_correct_hmm_v3_3d,directional_vol_correct_comparison_3d,v3_won_3d,v3_bucket_won_3d,v3_result,win_horizon,why
2026-05-04,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,16.99,95.17,5.601530311948205,1.4087666642154357,0.8340697103583701,0.8328428487345498,3.3800000000000026,7.976830829539641,10.19863743289091,-2.2218066033512693,-0.0031111111111111756,0.0,0.8095238095238095,0.225342,0.4608,4.722843,-9.182559,,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.07651559741024139,0.03278344015971424,0.3026560974373602,False,True,False,True,False,True,0.0,1.0,false,false,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.008972222222222381,0.022954679223072372,0.0009456761584534235,0.6259650601478555,False,True,False,True,False,True,0.3333333333333333,1.0,false,false,STABLE_LOW_VOL_TREND,LOW_RISK,0.01805555555555549,0.023543260741612837,-0.015446043921403807,-1.6485956571452824,False,False,True,False,True,False,0.6666666666666666,0.3333333333333333,true,true,loss,T+3,risk_bucket
2026-05-05,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,18.29,98.29,5.373974849644615,0.5510358951553984,0.8688836104513064,0.8983050847457628,2.7600000000000016,8.470702946400625,10.50129353032827,-2.030590583927646,0.012121043245653107,0.003111111111111124,0.7619047619047619,0.235115,0.470613,4.634957,-9.463711,,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.049753963914707544,-0.030827144165225362,0.32330896271049525,False,True,False,True,False,True,0.6666666666666666,0.3333333333333333,false,false,STABLE_LOW_VOL_TREND,LOW_RISK,0.021232724030316508,-0.04920721705850184,-0.046698545121579005,-1.9512517545826427,False,False,True,False,True,False,1.0,0.0,true,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.01905929558626851,-0.0661563696008749,-0.04761420286906104,-1.7244031125102506,False,False,True,False,True,False,1.0,0.0,true,true,win,T+2,risk_bucket
2026-05-06,heuristic,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,v3_downgrade,True,-1,17.38,95.26,5.481012658227849,0.8763169567073532,0.834774255523535,0.8434982738780208,3.4400000000000013,9.918492842981184,10.824602493038766,-0.9061096500575818,0.009002560361203615,0.0,0.7619047619047619,0.236007,0.46473,4.935195,-8.570599,,STABLE_LOW_VOL_TREND,LOW_RISK,0.0005753739930955959,-0.016376233466302792,-2.274560717293138,False,False,True,False,False,False,1.0,0.3333333333333333,true,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.0068551606420175215,-0.017261219792865434,-0.01732101616628179,-2.047712075220746,False,False,True,False,False,False,1.0,0.0,true,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.01563747487817646,-0.010932105868814546,0.015956330044089917,-1.9426889204838336,False,False,True,False,False,False,0.6666666666666666,0.3333333333333333,true,true,win,T+1,risk_bucket
2026-05-11,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,17.19,96.78,5.630017452006981,1.6938712224091563,0.8385365853658537,0.8225712623618382,3.3099999999999987,11.100968356610693,8.881913572554932,2.2190547840557606,0.0019788024179339114,0.0,0.7142857142857143,0.246982,0.458225,4.933219,-9.212082,,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.06922629435718419,0.013225873114279807,0.001044598896081439,False,True,False,True,False,True,0.3333333333333333,1.0,false,false,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.0015586457401535192,0.04653868528214056,0.018288902665839935,0.20010505695156589,False,True,False,True,False,True,0.0,1.0,false,false,STABLE_LOW_VOL_TREND,LOW_RISK,0.007793228700767152,0.03955788248981973,0.016325687125439137,-0.054949025371536564,False,False,True,False,True,False,0.3333333333333333,1.0,true,true,loss,T+3,risk_bucket
2026-05-12,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,18.38,98.06,5.335146898803047,-0.04988679300608076,0.8653483992467044,0.910228509249184,2.8599999999999994,9.215830525076228,8.882958171451014,0.3328723536252145,-0.0035304620712044432,0.0,0.7142857142857143,0.250231,0.459014,4.993547,-8.909831,,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.021218715995647508,0.00499694064858236,0.19906045805548445,False,True,False,True,False,True,0.6666666666666666,0.6666666666666666,false,false,STABLE_LOW_VOL_TREND,LOW_RISK,0.005802943404393579,-0.0277475516866158,0.0030593514174994674,-0.055993624267618,False,False,True,False,True,False,1.0,0.6666666666666666,true,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.01132182664213821,-0.06093579978237196,-0.03875178462166018,-0.23618855929372806,False,False,True,False,True,False,1.0,0.0,true,true,win,T+2,risk_bucket
2026-05-13,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,17.99,98.55,5.478043357420789,0.8636223361398896,0.8550380228136881,0.9010561423012786,3.0500000000000007,9.315521511849683,9.082018629506498,0.23350288234318484,0.009366473454871294,0.0035304620712044337,0.6666666666666666,0.240226,0.446794,4.996319,-8.824527,,STABLE_LOW_VOL_TREND,LOW_RISK,-0.006670372429127158,-0.001927955352612809,-0.25505408232310245,False,False,True,False,True,False,1.0,0.6666666666666666,true,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.014904909932534238,-0.040578098943857555,-0.043531202435311944,-0.4352490173492125,False,False,True,False,True,False,1.0,0.0,true,true,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.0009094981470672003,0.024458032240133543,-0.05692541856925415,1.379000509157068,False,True,False,True,False,True,0.3333333333333333,0.6666666666666666,false,false,win,T+1,risk_bucket
2026-05-14,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,17.87,98.36,5.504196978175713,0.9649463545740903,0.8437204910292729,0.8858421936205931,3.3099999999999987,9.468278523846335,8.826964547183396,0.6413139766629392,0.005487042242156015,0.0,0.6666666666666666,0.245103,0.45464,4.940327,-8.849522,,STABLE_LOW_VOL_TREND,LOW_RISK,-0.034135422495803036,-0.041683611224074824,-0.18019493502611006,False,False,True,False,True,False,1.0,0.0,true,true,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.00837849832564519,0.03133743704532721,-0.055103700691337965,1.6340545914801705,False,True,False,True,False,True,0.3333333333333333,0.6666666666666666,false,false,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.006293960218943795,-0.002797985450475715,-0.0729971533143553,1.015000314956012,False,True,False,True,False,True,0.6666666666666666,0.6666666666666666,false,false,loss,T+1,risk_bucket
2026-05-18,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,18.43,92.94,5.042864894194248,-1.696770377182032,0.8628277153558053,0.8811720021703743,2.9299999999999997,14.331247592804411,10.461019138663566,3.870228454140845,0.002102150975126671,0.013789874941483243,0.6190476190476191,0.277733,0.459413,4.937713,-8.483031,,MID_VOL_CHOP,LOW_RISK,-0.03309820944112851,-0.018936948568969103,-0.6190542765241585,False,False,True,False,False,False,1.0,0.0,tie,true,STABLE_LOW_VOL_TREND,LOW_RISK,-0.004190739685898004,-0.020075963103635464,0.01796858188078332,-0.28981974822878875,False,False,True,False,True,False,0.6666666666666666,0.3333333333333333,true,true,MID_VOL_CHOP,LOW_RISK,0.001315539642498642,-0.05371676614215948,0.037766300839251254,-0.38526569314379877,False,False,True,False,False,False,0.6666666666666666,0.3333333333333333,tie,true,win,T+1,risk_bucket
2026-05-18,hmm_v1_core,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,v3_downgrade,False,-1,18.43,92.94,5.042864894194248,-1.696770377182032,0.8628277153558053,0.8811720021703743,2.9299999999999997,14.331247592804411,10.461019138663566,3.870228454140845,0.002102150975126671,0.013789874941483243,0.6190476190476191,0.277733,0.459413,4.937713,-8.483031,,MID_VOL_CHOP,LOW_RISK,-0.03309820944112851,-0.018936948568969103,-0.6190542765241585,False,False,True,True,False,True,1.0,1.0,false,tie,STABLE_LOW_VOL_TREND,LOW_RISK,-0.004190739685898004,-0.020075963103635464,0.01796858188078332,-0.28981974822878875,False,False,True,True,True,False,0.6666666666666666,0.6666666666666666,true,tie,MID_VOL_CHOP,LOW_RISK,0.001315539642498642,-0.05371676614215948,0.037766300839251254,-0.38526569314379877,False,False,True,True,False,True,0.6666666666666666,0.6666666666666666,false,tie,loss,T+2,severity_distance
2026-05-18,hmm_v2_core_plus_sector_corr,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,v3_downgrade,False,-1,18.43,92.94,5.042864894194248,-1.696770377182032,0.8628277153558053,0.8811720021703743,2.9299999999999997,14.331247592804411,10.461019138663566,3.870228454140845,0.002102150975126671,0.013789874941483243,0.6190476190476191,0.277733,0.459413,4.937713,-8.483031,,MID_VOL_CHOP,LOW_RISK,-0.03309820944112851,-0.018936948568969103,-0.6190542765241585,False,False,True,True,False,True,1.0,1.0,false,tie,STABLE_LOW_VOL_TREND,LOW_RISK,-0.004190739685898004,-0.020075963103635464,0.01796858188078332,-0.28981974822878875,False,False,True,True,True,False,0.6666666666666666,0.6666666666666666,true,tie,MID_VOL_CHOP,LOW_RISK,0.001315539642498642,-0.05371676614215948,0.037766300839251254,-0.38526569314379877,False,False,True,True,False,True,0.6666666666666666,0.6666666666666666,false,tie,loss,T+2,severity_distance
2026-05-20,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,18.06,94.61,5.2386489479512734,-0.44906694962981314,0.8551136363636362,0.9186046511627908,3.0600000000000023,14.883224743623716,10.171199390434777,4.712025353188938,0.005529451821586484,0.0179228248512004,0.6190476190476191,0.253148,0.420275,5.282821,-7.693509,,STABLE_LOW_VOL_TREND,LOW_RISK,-0.034330011074196976,0.01944826128316257,-0.09544594491501002,False,False,True,False,True,False,0.6666666666666666,0.6666666666666666,true,true,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.013455907388491672,-0.07198228128460671,-0.02885530070817044,0.06193378553292561,False,True,False,True,False,True,1.0,0.3333333333333333,false,false,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.0129111338100103,-0.07530454042081947,-0.03646548990592968,0.034399572989256555,False,True,False,True,False,True,1.0,0.3333333333333333,false,false,loss,T+1,risk_bucket
2026-05-20,hmm_v1_core,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,v3_downgrade,False,-1,18.06,94.61,5.2386489479512734,-0.44906694962981314,0.8551136363636362,0.9186046511627908,3.0600000000000023,14.883224743623716,10.171199390434777,4.712025353188938,0.005529451821586484,0.0179228248512004,0.6190476190476191,0.253148,0.420275,5.282821,-7.693509,,STABLE_LOW_VOL_TREND,LOW_RISK,-0.034330011074196976,0.01944826128316257,-0.09544594491501002,False,False,True,True,True,False,0.6666666666666666,0.6666666666666666,true,tie,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.013455907388491672,-0.07198228128460671,-0.02885530070817044,0.06193378553292561,False,True,False,False,False,False,1.0,1.0,false,tie,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.0129111338100103,-0.07530454042081947,-0.03646548990592968,0.034399572989256555,False,True,False,False,False,False,1.0,1.0,false,tie,loss,T+1,severity_distance
2026-05-22,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,16.76,91.88,5.482100238663484,0.729806273648148,0.8380000000000001,0.8275656324582338,3.2399999999999984,14.298420087363947,10.233133175967703,4.065286911396244,-0.0005375404835176179,0.004708085334046656,0.6666666666666666,0.263038,0.438179,5.052212,-8.229927,,MID_VOL_CHOP,LOW_RISK,-0.0035799522673032325,-0.007836308228123645,-0.027534212543669057,False,False,True,False,False,False,1.0,1.0,tie,true,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.009030680123096824,0.014916467780429654,-0.025359164127122358,0.1940281900006351,False,True,False,True,False,True,0.3333333333333333,0.6666666666666666,false,false,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,0.007955599156061366,-0.028042959427207803,-0.047344362211580227,0.25772673610440044,False,True,False,True,False,True,0.6666666666666666,0.3333333333333333,false,false,loss,T+1,risk_bucket
2026-05-26,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,17.01,89.55,5.264550264550264,-0.5664604773869287,0.8552036199095023,0.863609641387419,2.879999999999999,10.386823020326883,10.427161365968338,-0.04033834564145522,-0.0010654591463009622,0.0,0.6666666666666666,0.264958,0.439982,4.928049,-8.859378,,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.04232804232804244,-0.022557230597431532,0.06369854610376535,False,True,False,True,False,True,1.0,0.3333333333333333,false,false,STABLE_LOW_VOL_TREND,LOW_RISK,0.005660251714723286,-0.07466196355085253,-0.03930764935790054,-0.19621623721299208,False,False,True,False,True,False,1.0,0.0,true,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.006379436638476399,-0.09935332157554388,-0.038972640982691154,-0.1771152770818034,False,False,True,False,True,False,1.0,0.0,true,true,win,T+2,risk_bucket
2026-05-27,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,16.29,87.53,5.373235113566605,0.0009324799310337183,0.8375321336760926,0.8170656844689994,3.16,7.679457573127907,10.490859912072104,-2.8114023389441964,0.0067328844743683725,0.0010654591463009498,0.6190476190476191,0.260472,0.436797,5.218175,-7.214155,,STABLE_LOW_VOL_TREND,LOW_RISK,-0.03376304481276848,-0.01713698160630639,-0.25991478331675744,False,False,True,False,True,False,1.0,0.0,true,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.007452836477568114,-0.05954573357888271,-0.016794241974180224,-0.24081382318556876,False,False,True,False,True,False,1.0,0.0,true,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.008706086260916068,-0.014732965009207954,0.04649834342511139,-0.457720957702886,False,False,True,False,True,False,0.6666666666666666,0.3333333333333333,true,true,win,T+1,risk_bucket
2026-05-28,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,15.74,86.03,5.46569250317662,0.4759175237310035,0.8236525379382522,0.8106734434561627,3.369999999999999,7.84781871539529,10.230945128755346,-2.3831264133600563,0.0007151370679379099,0.0,0.6666666666666666,0.250126,0.412146,5.464421,-6.7784,,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.026683608640406642,0.0003487155643380202,0.01910096013118867,False,True,False,True,False,True,1.0,0.6666666666666666,false,false,MID_VOL_CHOP,LOW_RISK,0.001960005297311662,0.01969504447268111,0.06474485644542582,-0.19780617438612857,False,False,True,False,False,False,0.3333333333333333,0.6666666666666666,tie,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.0059992054032578235,0.001905972045743276,0.05230733465070325,-0.2151003467983088,False,False,True,False,True,False,0.6666666666666666,0.6666666666666666,true,true,tie,T+2,risk_bucket
2026-05-29,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,15.32,86.06,5.617493472584856,1.269633198084798,0.8210075026795284,0.823107049608355,3.34,7.556008216378913,10.250046088886535,-2.6940378725076215,0.001243978614154928,0.0,0.6666666666666666,0.169695,0.375307,6.073178,-5.785806,,MID_VOL_CHOP,LOW_RISK,0.047650130548302805,0.06437369277248428,-0.21690713451731725,False,False,True,False,False,False,0.3333333333333333,0.6666666666666666,tie,true,STABLE_LOW_VOL_TREND,LOW_RISK,0.005280292202636261,0.02937336814621405,0.05194050662328609,-0.23420130692949748,False,False,True,False,True,False,0.3333333333333333,0.6666666666666666,true,true,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.006736011857498281,0.04830287206266304,0.04345805252149648,0.8209132854577241,False,True,False,True,False,True,0.0,1.0,false,false,tie,T+1,risk_bucket
2026-06-01,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,16.05,91.6,5.707165109034268,1.6752803664914717,0.8260422027792075,0.8542056074766355,3.379999999999999,7.113133801808067,10.033138954369218,-2.92000515256115,0.004031298739062494,0.0,0.6666666666666666,0.166133,0.385234,5.894833,-6.222648,,STABLE_LOW_VOL_TREND,LOW_RISK,-0.017445482866043638,-0.011681222707423555,-0.01729417241218023,False,False,True,False,True,False,1.0,0.3333333333333333,true,true,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.007970075867720694,0.0006230529595014911,-0.01965065502183405,1.0378204199750414,False,True,False,True,False,True,0.6666666666666666,0.6666666666666666,false,false,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.00266990932882194,-0.04049844236760125,-0.06386462882096067,0.5112851554563189,False,True,False,True,False,True,0.6666666666666666,0.3333333333333333,false,false,loss,T+1,risk_bucket
2026-06-03,heuristic,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,v3_downgrade,True,-2,16.06,89.8,5.591531755915318,0.854410271267289,0.8127530364372468,0.8331257783312579,3.700000000000003,11.4414285678111,11.070959374344259,0.3704691934668407,0.00534274865098916,0.011953187736134751,0.6666666666666666,0.140339,0.364407,6.033643,-5.988823,,STABLE_LOW_VOL_TREND,LOW_RISK,-0.041095890410958846,-0.045100222717149197,-0.5265352645187225,False,False,True,False,True,False,1.0,0.0,true,true,HIGH_VOL_RISK_OFF,HIGHER_VOL_RISK,-0.020238491772699985,0.33935242839352453,0.13630289532293993,2.834069360968737,True,True,False,True,False,False,0.0,1.0,false,false,VOL_EXPANSION_TRANSITION,HIGHER_VOL_RISK,-0.01576177469855433,0.17808219178082219,0.02895322939866385,2.8886247029255596,True,True,False,True,False,True,0.0,1.0,false,false,loss,T+1,risk_bucket
